ZONE,DIST_NAME,DISTRICT,COUNTY,YEAR,CTY,DU,POP,EMP,FAMILY_SIZE,FAMILYSIZE_Multi0.5
647,D_11,11,1,2015,HILLSBOROUGH,330,502,665,1.52,0.76
647,D_11,11,1,2035,HILLSBOROUGH,358,642,740,1.79,0.895
647,D_11,11,1,2045,HILLSBOROUGH,360,651,749,1.8,0.9
648,D_11,11,1,2015,HILLSBOROUGH,1182,1981,673,1.67,0.835
648,D_11,11,1,2035,HILLSBOROUGH,1208,2151,787,1.78,0.89
648,D_11,11,1,2045,HILLSBOROUGH,1209,2161,818,1.78,0.89
649,D_11,11,1,2015,HILLSBOROUGH,1266,2946,285,2.32,1.16
649,D_11,11,1,2035,HILLSBOROUGH,1481,3360,292,2.26,1.13
649,D_11,11,1,2045,HILLSBOROUGH,1502,3401,296,2.26,1.13
650,D_11,11,1,2015,HILLSBOROUGH,2419,3533,3688,1.46,0.73
650,D_11,11,1,2035,HILLSBOROUGH,2430,3669,3880,1.5,0.75
650,D_11,11,1,2045,HILLSBOROUGH,2430,3676,3902,1.51,0.755
651,D_11,11,1,2015,HILLSBOROUGH,81,160,2138,1.97,0.985
651,D_11,11,1,2035,HILLSBOROUGH,81,160,2145,1.97,0.985
651,D_11,11,1,2045,HILLSBOROUGH,81,160,2617,1.97,0.985
652,D_12,12,1,2015,HILLSBOROUGH,759,1695,854,2.23,1.115
652,D_12,12,1,2035,HILLSBOROUGH,1405,3089,1204,2.19,1.095
652,D_12,12,1,2045,HILLSBOROUGH,1469,3227,1302,2.19,1.095
653,D_12,12,1,2015,HILLSBOROUGH,277,703,131,2.53,1.265
653,D_12,12,1,2035,HILLSBOROUGH,438,1061,141,2.42,1.21
653,D_12,12,1,2045,HILLSBOROUGH,477,1148,147,2.4,1.2
654,D_12,12,1,2015,HILLSBOROUGH,0,0,1205,0,0
654,D_12,12,1,2035,HILLSBOROUGH,0,0,2340,0,0
654,D_12,12,1,2045,HILLSBOROUGH,0,0,2583,0,0
655,D_12,12,1,2015,HILLSBOROUGH,3,7,1583,2.33,1.165
655,D_12,12,1,2035,HILLSBOROUGH,7,17,1583,2.42,1.21
655,D_12,12,1,2045,HILLSBOROUGH,8,20,1574,2.5,1.25
656,D_12,12,1,2015,HILLSBOROUGH,33,78,1093,2.36,1.18
656,D_12,12,1,2035,HILLSBOROUGH,518,1136,1464,2.19,1.095
656,D_12,12,1,2045,HILLSBOROUGH,670,1468,1603,2.19,1.095
657,D_12,12,1,2015,HILLSBOROUGH,324,782,796,2.41,1.205
657,D_12,12,1,2035,HILLSBOROUGH,368,893,834,2.42,1.21
657,D_12,12,1,2045,HILLSBOROUGH,376,914,851,2.43,1.215
658,D_12,12,1,2015,HILLSBOROUGH,0,0,3148,0,0
658,D_12,12,1,2035,HILLSBOROUGH,0,0,3148,0,0
658,D_12,12,1,2045,HILLSBOROUGH,0,0,3139,0,0
659,D_12,12,1,2015,HILLSBOROUGH,384,924,938,2.4,1.2
659,D_12,12,1,2035,HILLSBOROUGH,575,1412,1078,2.45,1.225
659,D_12,12,1,2045,HILLSBOROUGH,604,1486,1174,2.46,1.23
660,D_12,12,1,2015,HILLSBOROUGH,44,104,2257,2.36,1.18
660,D_12,12,1,2035,HILLSBOROUGH,44,104,2683,2.36,1.18
660,D_12,12,1,2045,HILLSBOROUGH,44,99,2995,2.25,1.125
661,D_12,12,1,2015,HILLSBOROUGH,682,1814,299,2.65,1.325
661,D_12,12,1,2035,HILLSBOROUGH,866,2225,473,2.56,1.28
661,D_12,12,1,2045,HILLSBOROUGH,888,2274,555,2.56,1.28
662,D_12,12,1,2015,HILLSBOROUGH,170,384,54,2.25,1.125
662,D_12,12,1,2035,HILLSBOROUGH,225,525,115,2.33,1.165
662,D_12,12,1,2045,HILLSBOROUGH,229,535,120,2.33,1.165
663,D_12,12,1,2015,HILLSBOROUGH,216,627,171,2.9,1.45
663,D_12,12,1,2035,HILLSBOROUGH,291,812,232,2.79,1.395
663,D_12,12,1,2045,HILLSBOROUGH,307,853,256,2.77,1.385
664,D_12,12,1,2015,HILLSBOROUGH,524,1237,1746,2.36,1.18
664,D_12,12,1,2035,HILLSBOROUGH,1163,2868,2244,2.46,1.23
664,D_12,12,1,2045,HILLSBOROUGH,1255,3102,2519,2.47,1.235
665,D_12,12,1,2015,HILLSBOROUGH,675,1896,354,2.8,1.4
665,D_12,12,1,2035,HILLSBOROUGH,801,2197,447,2.74,1.37
665,D_12,12,1,2045,HILLSBOROUGH,823,2251,539,2.73,1.365
666,D_12,12,1,2015,HILLSBOROUGH,22,58,1114,2.63,1.315
666,D_12,12,1,2035,HILLSBOROUGH,166,426,1054,2.56,1.28
666,D_12,12,1,2045,HILLSBOROUGH,207,531,1024,2.56,1.28
667,D_12,12,1,2015,HILLSBOROUGH,55,138,2569,2.5,1.25
667,D_12,12,1,2035,HILLSBOROUGH,55,138,2866,2.5,1.25
667,D_12,12,1,2045,HILLSBOROUGH,55,138,3320,2.5,1.25
668,D_12,12,1,2015,HILLSBOROUGH,3,6,3142,2,1
668,D_12,12,1,2035,HILLSBOROUGH,3,6,3467,2,1
668,D_12,12,1,2045,HILLSBOROUGH,3,6,3905,2,1
669,D_12,12,1,2015,HILLSBOROUGH,0,0,1113,0,0
669,D_12,12,1,2035,HILLSBOROUGH,0,0,1639,0,0
669,D_12,12,1,2045,HILLSBOROUGH,0,0,1764,0,0
670,D_12,12,1,2015,HILLSBOROUGH,290,507,1055,1.74,0.87
670,D_12,12,1,2035,HILLSBOROUGH,241,414,2046,1.71,0.855
